Name	City	State	Enrollment	E/D Ratio	Earnings	Low Income Debt	SAT	Admission %
Sullivan College of Technology and Design	Louisville	KY	581	2.11573379647904	26800	12667	NA	0.8173
Milan Institute-Amarillo	Amarillo	TX	229	2.11566342694518	19700	9311.5	NA	NA
Wilberforce University	Wilberforce	OH	599	2.11436460074112	29100	13763	NA	0.9247
Davis College	Johnson City	NY	199	2.11428571428571	25900	12250	939	0.4022
Southwestern Adventist University	Keene	TX	701	2.11395208375277	31500	14901	NA	NA
Universal Technical Institute of Arizona Inc	Avondale	AZ	3136	2.1125	33800	16000	NA	NA
Universal Technical Institute of Illinois Inc	Glendale Heights	IL	1712	2.1125	33800	16000	NA	NA
Universal Technical Institute of California Inc	Rancho Cucamonga	CA	2852	2.1125	33800	16000	NA	NA
NASCAR Technical Institute	Mooresville	NC	1788	2.1125	33800	16000	NA	NA
Universal Technical Institute of Massachusetts Inc	Norwood	MA	1273	2.1125	33800	16000	NA	NA
Kaplan Career Institute-McAllen	McAllen	TX	796	2.11221122112211	19200	9090	NA	NA
Kaplan College-San Antonio-San Pedro	San Antonio	TX	881	2.11221122112211	19200	9090	NA	NA
Kaplan College-Corpus Christi	Corpus Christ	TX	526	2.11221122112211	19200	9090	NA	NA
Kaplan College-Fort Worth	Fort Worth	TX	388	2.11221122112211	19200	9090	NA	NA
Saint Catharine College	Saint Catharine	KY	715	2.11206896551724	24500	11600	NA	NA
Stonehill College	Easton	MA	2463	2.10864197530864	42700	20250	1206	0.6518
Arizona Christian University	Phoenix	AZ	508	2.10848354555978	25500	12094	1016	0.5666
Heidelberg University	Tiffin	OH	1093	2.10714285714286	29500	14000	NA	NA
La Roche College	Pittsburgh	PA	1291	2.10666666666667	31600	15000	926	0.4615
Johnson College	Scranton	PA	440	2.10625	33700	16000	NA	0.3225
SUNY Maritime College	Throggs Neck	NY	1638	2.10585996031264	52000	24693	1065	0.6728
Northern Arizona University	Flagstaff	AZ	20609	2.10547158603393	31900	15151	1058	0.6478
PCI Academy	Ames	IA	128	2.10526315789474	20000	9500	NA	NA
Missouri State University-Springfield	Springfield	MO	15262	2.10526315789474	30000	14250	1106	0.8309
Sonoma State University	Rohnert Park	CA	7722	2.1030303030303	34700	16500	1023	0.8088
Barnes-Jewish College Goldfarb School of Nursing	Saint Louis	MO	567	2.10184182015168	48500	23075	NA	NA
John Brown University	Siloam Springs	AR	1699	2.10140845070423	37300	17750	1165	0.7251
The University of Texas at El Paso	El Paso	TX	18885	2.09932279909707	27900	13290	921	0.992
P B Cosmetology Education Center	Gloucester	NJ	228	2.09816410640689	16800	8007	NA	NA
Standard Beauty College of Oklahoma LLC	Sand Springs	OK	130	2.09744658676394	16100	7676	NA	NA
University of Massachusetts-Dartmouth	North Dartmouth	MA	7372	2.0969696969697	34600	16500	1046	0.7115
Wichita State University	Wichita	KS	11313	2.09677419354839	32500	15500	1090	0.9389
Casal Aveda Institute	Austintown	OH	135	2.09675382089175	16600	7917	NA	0.3733
Western Washington University	Bellingham	WA	13685	2.09665721632492	31800	15167	1117	0.7837
Utica School of Commerce	Utica	NY	330	2.09473684210526	19900	9500	NA	NA
Southwestern Community College	Sylva	NC	2003	2.09473684210526	19900	9500	NA	NA
Blue Cliff College-Metairie	Metairie	LA	1119	2.09473684210526	19900	9500	NA	NA
Blue Cliff College-Houma	Houma	LA	345	2.09473684210526	19900	9500	NA	NA
Gettysburg College	Gettysburg	PA	2489	2.09467951403435	40000	19096	1296	0.3986
Hofstra University	Hempstead	NY	7136	2.09444444444444	37700	18000	1161	0.5872
The University of Findlay	Findlay	OH	2742	2.09339774557166	35100	16767	1105	0.689
University of Rhode Island	Kingston	RI	12943	2.09230769230769	37400	17875	1064	0.8627
University of Arkansas	Fayetteville	AR	18617	2.09090909090909	34500	16500	1157	0.609
Missouri Baptist University	Saint Louis	MO	1691	2.08888888888889	28200	13500	999	0.5838
Academy College	Minneapolis	MN	188	2.08828456773289	26800	12833.5	NA	NA
University of St Thomas	Houston	TX	1524	2.08823529411765	35500	17000	1140	0.7841
Oklahoma City University	Oklahoma City	OK	2239	2.08800319341665	34000	16283.5	1155	0.7404
Northern Michigan University	Marquette	MI	8470	2.088	26100	12500	1030	0.7218
Molloy College	Rockville Centre	NY	3355	2.088	52200	25000	1078	0.634
University of Mississippi	University	MS	15111	2.0875	33400	16000	1077	0.79
University of Mississippi Medical Center	Jackson	MS	576	2.0875	33400	16000	NA	0.79
Kaplan Career Institute-Nashville	Nashville	TN	475	2.08708549634495	19700	9439	NA	NA
Kaplan College-Charlotte	Charlotte	NC	559	2.08708549634495	19700	9439	NA	NA
University of Tulsa	Tulsa	OK	2948	2.08695652173913	36000	17250	1247	0.4095
Roger Williams University	Bristol	RI	4446	2.08571428571429	36500	17500	1101	0.777
San Francisco State University	San Francisco	CA	24766	2.08484848484848	34400	16500	1010	0.6147
Everest Institute-Grand Rapids	Grand Rapids	MI	623	2.08421052631579	19800	9500	NA	NA
Pennsylvania College of Art and Design	Lancaster	PA	254	2.08421052631579	19800	9500	NA	0.3922
Everest College-West Valley City	West Valley City	UT	393	2.08421052631579	19800	9500	NA	NA
Everest College-Fort Worth	Fort Worth	TX	553	2.08421052631579	19800	9500	NA	NA
Avalon School of Cosmetology	Mesa	AZ	254	2.08373038561718	16400	7870.5	NA	NA
Avalon School of Cosmetology-Phoenix	Phoenix	AZ	225	2.08373038561718	16400	7870.5	NA	NA
Avalon School of Cosmetology-Layton	Layton	UT	137	2.08373038561718	16400	7870.5	NA	NA
Rutgers University-Camden	Camden	NJ	4606	2.08094891270419	40000	19222	1076	0.5845
Rutgers University-New Brunswick	New Brunswick	NJ	30926	2.08094891270419	40000	19222	1195	0.5845
Rutgers University-Newark	Newark	NJ	7022	2.08094891270419	40000	19222	1065	0.5845
The University of Texas at Austin	Austin	TX	37725	2.08045068195296	42100	20236	1256	0.4656
Hodges University	Naples	FL	2158	2.08020587604546	29100	13989	NA	0.6091
Ohio Valley University	Vienna	WV	462	2.08	26000	12500	991	0.4563
King's College	Charlotte	NC	529	2.07973844337481	22900	11011	NA	0.8773
Mount Olive College	Mount Olive	NC	3667	2.07878787878788	34300	16500	918	0.6198
University of Central Missouri	Warrensburg	MO	8893	2.07810320781032	29800	14340	1010	0.7989
Texas College	Tyler	TX	855	2.0780487804878	21300	10250	NA	NA
East Stroudsburg University of Pennsylvania	East Stroudsburg	PA	6610	2.07656538633034	32600	15699	985	0.6283
Trinity Bible College	Ellendale	ND	241	2.07506315409599	23000	11084	NA	NA
Concorde Career Institute-Jacksonville	Jacksonville	FL	491	2.07473635946813	18100	8724	NA	1
Concorde Career Institute-Orlando	Orlando	FL	228	2.07473635946813	18100	8724	NA	1
Great Lakes Institute of Technology	Erie	PA	516	2.07368421052632	19700	9500	NA	0.9727
Cameo Beauty Academy	Oak Lawn	IL	115	2.07363051674429	18700	9018	NA	NA
Ohio Valley College of Technology	East Liverpool	OH	204	2.07350521119035	18900	9115	NA	NA
Pittsburgh Institute of Mortuary Science Inc	Pittsburgh	PA	217	2.07321628688831	33300	16062	NA	0.7054
Cardinal Stritch University	Milwaukee	WI	3004	2.07304347826087	44700	21562.5	1014	0.4764
University of Massachusetts Amherst	Amherst	MA	21265	2.07211168517094	37700	18194	1185	0.6563
Chaminade University of Honolulu	Honolulu	HI	2029	2.07017543859649	29500	14250	952	0.9008
Dallas Nursing Institute	Dallas	TX	1124	2.06984126984127	32600	15750	NA	NA
Union College	Barbourville	KY	814	2.06952965235174	25300	12225	985	0.735
East Tennessee State University	Johnson City	TN	12138	2.06923076923077	26900	13000	1006	0.8506
Rogue Community College	Grants Pass	OR	4761	2.06858462619872	20600	9958.5	NA	NA
Thomas College	Waterville	ME	781	2.06666666666667	27900	13500	840	0.9252
Notre Dame of Maryland University	Baltimore	MD	1271	2.06666666666667	43400	21000	1024	0.5547
The College of New Rochelle	New Rochelle	NY	3499	2.06666666666667	27900	13500	989	0.7162
Judson College	Marion	AL	341	2.06543967280164	20200	9780	1020	0.7435
Utica College	Utica	NY	2624	2.0654376990638	32100	15541.5	958	0.7831
Piedmont International University	Winston Salem	NC	271	2.06530612244898	25300	12250	NA	NA
Empire College School of Business	Santa Rosa	CA	312	2.06499790452242	27100	13123.5	NA	NA
Maryville University of Saint Louis	Saint Louis	MO	2948	2.06479174083304	40600	19663	1145	0.6728
Benedictine College	Atchison	KS	1640	2.06428571428571	28900	14000	1106	0.5882
Tennessee Wesleyan College	Athens	TN	1070	2.06428571428571	28900	14000	993	0.8239
University of Hawaii at Hilo	Hilo	HI	3385	2.06425578146826	26600	12886	976	0.7093
Villa Maria College	Buffalo	NY	451	2.06363636363636	22700	11000	NA	0.7026
Fortis College-Cuyahoga Falls	Cuyahoga Falls	OH	721	2.06315789473684	19600	9500	NA	NA
Fortis College-Salt Lake City	Salt Lake City	UT	358	2.06315789473684	19600	9500	NA	NA
Fortis College	Akron	OH	180	2.06315789473684	19600	9500	NA	NA
Brown Mackie College-Kansas City	Lenexa	KS	515	2.06299502670842	22400	10858	NA	NA
Brown Mackie College-Salina	Salina	KS	521	2.06299502670842	22400	10858	NA	NA
Southeastern Louisiana University	Hammond	LA	12529	2.06252713851498	28500	13818	1030	0.431
Capri Oak Forest Beauty College	Oak Forest	IL	111	2.06060606060606	20400	9900	NA	NA
Berks Technical Institute	Wyomissing	PA	997	2.05947837150127	25900	12576	NA	NA
McNeese State University	Lake Charles	LA	7239	2.05896771482597	29400	14279	1029	0.685
Cleveland State University	Cleveland	OH	10866	2.05806451612903	31900	15500	998	0.4672
Dickinson College	Carlisle	PA	2358	2.05789473684211	39100	19000	1280	0.4192
Florida Keys Community College	Key West	FL	1099	2.05714285714286	21600	10500	NA	NA
United Tribes Technical College	Bismarck	ND	651	2.05714285714286	10800	5250	NA	NA
O'More College of Design	Franklin	TN	185	2.056	25700	12500	1030	0.2308
Michigan Institute of Aviation and Technology	Canton	MI	844	2.05594225315803	31900	15516	NA	0.9828
YTI Career Institute-Altoona	Altoona	PA	382	2.05555555555556	18500	9000	NA	NA
The Art Institute of Atlanta	Atlanta	GA	3658	2.05454545454545	22600	11000	NA	0.456
The Art Institute of Washington	Arlington	VA	2092	2.05454545454545	22600	11000	NA	0.456
The Art Institute of Tennessee-Nashville	Nashville	TN	1068	2.05454545454545	22600	11000	NA	0.456
The Art Institute of Charleston	Charleston	SC	804	2.05454545454545	22600	11000	NA	0.456
The Art Institute of Washington-Northern Virginia	Sterling	VA	245	2.05454545454545	22600	11000	NA	0.456
The Art Institute of Virginia Beach	Virginia Beach	VA	427	2.05454545454545	22600	11000	NA	0.456
Blades School of Hair Design	California	MD	107	2.05341477678862	15800	7694.5	NA	NA
University of Arkansas at Little Rock	Little Rock	AR	9170	2.05301829707535	28500	13882	1030	0.9624
Florida Career College-Miami	Miami	FL	3651	2.05263157894737	19500	9500	NA	NA
Everest Institute-San Antonio	San Antonio	TX	610	2.05263157894737	19500	9500	NA	NA
Everest Institute-Greenspoint	Houston	TX	442	2.05263157894737	19500	9500	NA	NA
Everest Institute-Hobby	Houston	TX	625	2.05263157894737	19500	9500	NA	NA
Northeastern University	Boston	MA	15061	2.0524228242849	48900	23825.5	1340	0.3453
Northwood University-Florida	West Palm Beach	FL	607	2.04708290685773	38000	18563	920	0.5733
Northwood University-Michigan	Midland	MI	3175	2.04708290685773	38000	18563	1024	0.5733
Northwood University-Texas	Cedar Hill	TX	695	2.04708290685773	38000	18563	895	0.5733
Saint Bonaventure University	Saint Bonaventure	NY	1894	2.04511278195489	34000	16625	1063	0.8035
St Mary's College of Maryland	St. Mary's City	MD	1909	2.04301719489545	34100	16691	1221	0.6531
Upper Iowa University	Fayette	IA	5056	2.04281516720302	36500	17867.5	1010	0.6012
Regency Beauty Institute-Blaine	Blaine	MN	135	2.04210526315789	19400	9500	NA	NA
Regency Beauty Institute-Burnsville	Burnsville	MN	116	2.04210526315789	19400	9500	NA	NA
Regency Beauty Institute-Waite Park	Waite Park	MN	101	2.04210526315789	19400	9500	NA	NA
Regency Beauty Institute-Aurora	Aurora	IL	115	2.04210526315789	19400	9500	NA	NA
Regency Beauty Institute-St Peters	St. Peters	MO	103	2.04210526315789	19400	9500	NA	NA
Regency Beauty Institute-Peoria	Peoria	IL	115	2.04210526315789	19400	9500	NA	NA
Regency Beauty Institute-Fairview Heights	Fairview Heights	IL	122	2.04210526315789	19400	9500	NA	NA
Regency Beauty Institute-Champaign	Champaign	IL	123	2.04210526315789	19400	9500	NA	NA
Regency Beauty Institute-Lakewood	Lakewood	CO	113	2.04210526315789	19400	9500	NA	NA
Regency Beauty Institute-Westminster	Westminster	CO	157	2.04210526315789	19400	9500	NA	NA
Regency Beauty Institute-Joliet	Joliet	IL	110	2.04210526315789	19400	9500	NA	NA
Regency Beauty Institute-Rockford	Rockford	IL	123	2.04210526315789	19400	9500	NA	NA
Regency Beauty Institute-East Tucson	Tucson	AZ	100	2.04210526315789	19400	9500	NA	NA
Regency Beauty Institute-Fort Collins	Fort Collins	CO	123	2.04210526315789	19400	9500	NA	NA
Regency Beauty Institute-Dayton	Dayton	OH	111	2.04210526315789	19400	9500	NA	NA
Regency Beauty Institute-Akron	Akron	OH	128	2.04210526315789	19400	9500	NA	NA
Regency Beauty Institute-Detroit Southgate	Southgate	MI	180	2.04210526315789	19400	9500	NA	NA
Regency Beauty Institute-Flint	Flint	MI	119	2.04210526315789	19400	9500	NA	NA
Regency Beauty Institute-Grand Rapids	Walker	MI	115	2.04210526315789	19400	9500	NA	NA
Regency Beauty Institute-Austin	Austin	TX	106	2.04210526315789	19400	9500	NA	NA
Regency Beauty Institute-Columbus	Columbus	OH	110	2.04210526315789	19400	9500	NA	NA
Regency Beauty Institute-Tinley Park	Tinley Park	IL	134	2.04210526315789	19400	9500	NA	NA
Regency Beauty Institute-South Bend	Mishawaka	IN	116	2.04210526315789	19400	9500	NA	NA
Regency Beauty Institute-Arlington	Arlington	TX	128	2.04210526315789	19400	9500	NA	NA
Regency Beauty Institute-Canton	Canton	OH	144	2.04210526315789	19400	9500	NA	NA
Regency Beauty Institute-Little Rock	Little Rock	AR	108	2.04210526315789	19400	9500	NA	NA
Regency Beauty Institute-Baltimore-Golden Ring	Baltimore	MD	114	2.04210526315789	19400	9500	NA	NA
Regency Beauty Institute-El Paso	El Paso	TX	161	2.04210526315789	19400	9500	NA	NA
Regency Beauty Institute-Manassas	Manassas	VA	107	2.04210526315789	19400	9500	NA	NA
Regency Beauty Institute-North Nashville	Madison	TN	109	2.04210526315789	19400	9500	NA	NA
Regency Beauty Institute-Merrillville	Merrillville	IN	177	2.04210526315789	19400	9500	NA	NA
Hair Dynamics Education Center	Fort Collins	CO	253	2.04102993510572	19500	9554	NA	NA
Central Connecticut State University	New Britain	CT	9763	2.04057971014493	35200	17250	1005	0.6314
B Street Design School of International Hair Styling-Manhattan	Manhattan	KS	105	2.04039429241056	14800	7253.5	NA	NA
Erie Institute of Technology Inc	Erie	PA	243	2.03846153846154	26500	13000	NA	NA
College of Saint Mary	Omaha	NE	770	2.03783783783784	37700	18500	1010	0.4703
West Virginia Junior College-Morgantown	Morgantown	WV	205	2.03782794386821	16700	8195	NA	NA
Pennsylvania Institute of Health and Technology	Mount Braddock	PA	101	2.03782794386821	16700	8195	NA	NA
Gannon University	Erie	PA	2652	2.03684210526316	38700	19000	1037	0.8519
Saint Louis University-Main Campus	Saint Louis	MO	7997	2.03650696823237	43400	21311	1237	0.6199
The University of Texas at San Antonio	San Antonio	TX	25810	2.03636363636364	33600	16500	1024	0.8325
Oakland University	Rochester Hills	MI	15359	2.03597302023482	32600	16012	1030	0.6757
Chatfield College	Saint Martin	OH	376	2.035652027217	18100	8891.5	NA	NA
The Art Institute of Colorado	Denver	CO	2050	2.03348799677224	25200	12392.5	NA	0.5126
Mildred Elley School-Albany Campus	Albany	NY	859	2.03157894736842	19300	9500	NA	NA
Heritage College-Oklahoma City	Oklahoma City	OK	857	2.03157894736842	19300	9500	NA	NA
Mildred Elley	Pittsfield	MA	196	2.03157894736842	19300	9500	NA	NA
Heritage College-Little Rock	Little Rock	AR	571	2.03157894736842	19300	9500	NA	NA
Mildred Elley	New York	NY	719	2.03157894736842	19300	9500	NA	NA
St Petersburg College	Largo	FL	28077	2.03102510794818	25400	12506	NA	NA
Occidental College	Los Angeles	CA	2107	2.03048780487805	33300	16400	1300	0.3871
Dominican University of California	San Rafael	CA	1637	2.0304347826087	46700	23000	1066	0.5373
New York Institute of Technology	Old Westbury	NY	4741	2.0303477910568	37800	18617.5	1017	0.688
West Virginia Junior College-Charleston	Charleston	WV	232	2.02982857850114	16400	8079.5	NA	NA
West Virginia Junior College-Bridgeport	Bridgeport	WV	307	2.02982857850114	16400	8079.5	NA	NA
University of St Thomas	Saint Paul	MN	6073	2.02977667493797	40900	20150	1163	0.8448
Saint Thomas Aquinas College	Sparkill	NY	1342	2.0297520661157	30700	15125	945	0.8089
Louisiana State University-Shreveport	Shreveport	LA	3073	2.02970629746623	30200	14879	1028	0.4842
Mount Ida College	Newton	MA	1407	2.02900524273167	29800	14687	854	0.7542
Averett University	Danville	VA	859	2.02877902835162	35600	17547.5	942	0.5468
Averett University-Non-Traditional Programs	Danville	VA	1030	2.02877902835162	35600	17547.5	NA	0.5468
Aveda Institute-Baton Rouge	Baton Rouge	LA	144	2.02867764206054	19100	9415	NA	NA
Southwest Baptist University	Bolivar	MO	2584	2.02853321444494	27300	13458	1063	0.8821
SUNY at Albany	Albany	NY	12430	2.02826936336474	35300	17404	1114	0.4714
Texas School of Business-North	Houston	TX	501	2.02688055495339	18700	9226	NA	NA
Texas School of Business-Friendswood	Friendswood	TX	293	2.02688055495339	18700	9226	NA	NA
Westminster College	Salt Lake City	UT	2376	2.0261605539882	39500	19495	1121	0.6798
University of Missouri-Kansas City	Kansas City	MO	8459	2.02285714285714	35400	17500	1085	0.5563
Ross Medical Education Center-Madison Heights	Madison Heights	MI	233	2.02105263157895	19200	9500	NA	NA
Ross Medical Education Center-New Baltimore	New Baltimore	MI	183	2.02105263157895	19200	9500	NA	NA
University of Wisconsin-Stevens Point	Stevens Point	WI	8986	2.01940470317382	30700	15202.5	1090	0.787
Fortis Institute-Erie	Erie	PA	1550	2.01777777777778	22700	11250	NA	0.916
Fortis College-Landover	Landover	MD	420	2.01777777777778	22700	11250	NA	0.916
Tri-State Institute	Birmingham	AL	988	2.01777777777778	22700	11250	NA	0.916
Southeastern Institute-Columbia	Columbia	SC	121	2.01725997842503	18700	9270	NA	0.975
Maranatha Baptist Bible College	Watertown	WI	818	2.01666666666667	24200	12000	1007	0.7535
Boston University	Boston	MA	16575	2.01536375960235	44600	22130	1272	0.5797
Eastern Washington University	Cheney	WA	10885	2.01524350859062	31200	15482	966	0.8187
Hair Academy Inc-New Carrollton	New Carrollton	MD	470	2.01454952434247	14400	7148	NA	NA
Nazarene Bible College	Colorado Springs	CO	852	2.01298701298701	27900	13860	NA	NA
