Name	City	State	Enrollment	E/D Ratio	Earnings	Debt	SAT	Admission %
Platt College-Los Angeles	Alhambra	CA	449	1.22868605817452	24500	19940	NA	NA
Platt College-Ontario	Ontario	CA	594	1.22868605817452	24500	19940	NA	NA
Hendrix College	Conway	AR	1413	1.22857142857143	25800	21000	1292	0.825
Ave Maria University	Ave Maria	FL	732	1.22856637793884	27800	22628	1097	0.4776
Miller-Motte Technical College-Lynchburg	Lynchburg	VA	460	1.22827871172242	21700	17667	NA	NA
Miller-Motte College-Cary	Cary	NC	490	1.22827871172242	21700	17667	NA	NA
Miller-Motte College-Raleigh	Raleigh	NC	579	1.22827871172242	21700	17667	NA	NA
Miller-Motte College-Fayetteville	Fayetteville	NC	791	1.22827871172242	21700	17667	NA	NA
Miller-Motte College	Jacksonville	NC	533	1.22827871172242	21700	17667	NA	NA
Miller-Motte Technical College	Conway	SC	586	1.22827871172242	21700	17667	NA	NA
Concordia College-New York	Bronxville	NY	760	1.228	30700	25000	899	0.6954
Hilbert College	Hamburg	NY	1051	1.228	30700	25000	NA	0.6907
Barton College	Wilson	NC	1173	1.228	30700	25000	914	0.5204
Seton Hill University	Greensburg	PA	1652	1.228	30700	25000	1023	0.6694
Montcalm Community College	Sidney	MI	1720	1.22748091603053	20100	16375	NA	NA
Jacksonville State University	Jacksonville	AL	7810	1.22727272727273	27000	22000	998	0.8365
Columbus State University	Columbus	GA	6934	1.22637362637363	27900	22750	955	0.5445
Midway College	Midway	KY	1625	1.22407193091783	27500	22466	1021	0.5165
Saint Josephs College	Rensselaer	IN	1045	1.224	30600	25000	973	0.6009
Wheelock College	Boston	MA	872	1.224	30600	25000	959	0.7066
Reading Area Community College	Reading	PA	4507	1.22352941176471	26000	21250	NA	NA
University of Montevallo	Montevallo	AL	2525	1.22325581395349	26300	21500	1070	0.757
Phagans Central Oregon Beauty College	Bend	OR	133	1.22313471955268	14000	11446	NA	NA
Wittenberg University	Springfield	OH	1837	1.22307692307692	31800	26000	1140	0.7282
University of Saint Mary	Leavenworth	KS	710	1.22303664921466	29200	23875	960	0.5526
Mount Mary College	Milwaukee	WI	1026	1.22181818181818	33600	27500	990	0.5343
Sanford-Brown College-Tysons Corner	McLean	VA	829	1.22180041017585	28000	22917	NA	NA
Southern Virginia University	Buena Vista	VA	792	1.22114591920857	23700	19408	1056	0.9881
Olivet Nazarene University	Bourbonnais	IL	3036	1.22	30500	25000	1085	0.8004
Albion College	Albion	MI	1495	1.22	30500	25000	1150	0.6933
Chestnut Hill College	Philadelphia	PA	1535	1.22	30500	25000	954	0.8816
Morehouse College	Atlanta	GA	2421	1.21912094963106	30400	24936	1042	0.6244
Central Michigan University	Mount Pleasant	MI	21232	1.21878121878122	30500	25025	1050	0.6845
California College-San Diego	San Diego	CA	1455	1.2168761508286	30400	24982	NA	NA
Northwestern College	Orange City	IA	1184	1.216	30400	25000	1111	0.7438
Delaware Valley College	Doylestown	PA	1913	1.216	30400	25000	1023	0.7355
Paul Mitchell the School-Houston	Houston	TX	288	1.216	15200	12500	NA	NA
Searcy Beauty College Inc	Searcy	AR	105	1.21585346597189	7700	6333	NA	NA
Massachusetts College of Liberal Arts	North Adams	MA	1610	1.21581920903955	26900	22125	999	0.6734
Cornerstone University	Grand Rapids	MI	2059	1.21517620054908	27000	22219	1105	0.6271
Bethany Lutheran College	Mankato	MN	596	1.21513619311695	29800	24524	1105	0.8429
Indiana University-South Bend	South Bend	IN	6189	1.21509367267586	27500	22632	960	0.7067
Owens Community College	Perrysburg	OH	15908	1.215	24300	20000	NA	NA
Hardin-Simmons University	Abilene	TX	1813	1.21481481481481	32800	27000	1055	0.5658
Eureka College	Eureka	IL	734	1.21364132853271	30000	24719	1050	0.7156
Manhattan Christian College	Manhattan	KS	355	1.21348314606742	27000	22250	NA	NA
Our Lady of Holy Cross College	New Orleans	LA	925	1.21331311144814	36400	30000.5	NA	0.6289
Idaho State University	Pocatello	ID	10113	1.21304347826087	27900	23000	NA	NA
Concordia University-Chicago	River Forest	IL	1413	1.21304347826087	27900	23000	1029	0.566
Purdue University-Calumet Campus	Hammond	IN	7892	1.21304347826087	27900	23000	970	0.4653
Ohio Business College-Sheffield	Sheffield Village	OH	394	1.2125	19400	16000	NA	NA
Ohio Business College-Sandusky	Sandusky	OH	436	1.2125	19400	16000	NA	NA
Emory and Henry College	Emory	VA	916	1.2125	29100	24000	1020	0.7093
Ohio Business College-Columbus	Columbus	OH	194	1.2125	19400	16000	NA	NA
SUNY College at Potsdam	Potsdam	NY	3918	1.21206639229343	26800	22111	NA	0.6348
Troy University	Troy	AL	20391	1.212	30300	25000	970	0.7147
Franklin College	Franklin	IN	1013	1.21153846153846	31500	26000	1041	0.5955
Platt College-San Diego	San Diego	CA	418	1.21149472813728	29300	24185	NA	NA
Our Lady of the Lake University-San Antonio	San Antonio	TX	1443	1.21074681938732	31500	26017	910	0.5534
Evangel University	Springfield	MO	1884	1.20869565217391	27800	23000	1042	0.696
Cazenovia College	Cazenovia	NY	1025	1.20869565217391	27800	23000	NA	0.7048
Graceland University-Lamoni	Lamoni	IA	1366	1.20839605285165	28900	23916	1000	0.504
Manchester College	North Manchester	IN	1282	1.20769230769231	31400	26000	1007	0.6432
Defiance College	Defiance	OH	975	1.20597014925373	30300	25125	964	0.6731
Cambria-Rowe Business College-Johnstown	Johnstown	PA	142	1.20588756871786	20400	16917	NA	NA
Cambria-Rowe Business College-Indiana	Indiana	PA	102	1.20588756871786	20400	16917	NA	NA
International Barber & Style College	Nashville	TN	187	1.20538657124023	12800	10619	NA	NA
Regent University	Virginia Beach	VA	2220	1.20533333333333	33900	28125	1069	0.819
Blackburn College	Carlinville	IL	544	1.20454545454545	26500	22000	970	0.6848
Lyon College	Batesville	AR	587	1.20444444444444	27100	22500	1166	0.6471
University of South Carolina-Aiken	Aiken	SC	2955	1.20412371134021	29200	24250	990	0.5029
Indiana University of Pennsylvania-Main Campus	Indiana	PA	12935	1.204	30100	25000	980	0.6021
Lycoming College	Williamsport	PA	1346	1.20384615384615	31300	26000	1062	0.6954
Methodist University	Fayetteville	NC	2226	1.20382817359202	30000	24920.5	967	0.6199
Bradford School	Columbus	OH	603	1.20347805156903	20000	16618.5	NA	NA
Silver Lake College of the Holy Family	Manitowoc	WI	317	1.20130765292056	30500	25389	904	0.5966
Hiram College	Hiram	OH	1311	1.20088954781319	32400	26980	1036	0.63
The College of Westchester	White Plains	NY	1042	1.2006148477421	28900	24071	NA	NA
Otis College of Art and Design	Los Angeles	CA	1138	1.2	32400	27000	1044	0.511
Andrews University	Berrien Springs	MI	1857	1.2	30000	25000	1062	0.4495
University of the Southwest	Hobbs	NM	312	1.2	28500	23750	NA	NA
Rogue Community College	Grants Pass	OR	4761	1.19830143679832	20600	17191	NA	NA
Rocky Mountain College	Billings	MT	936	1.19798994974874	29800	24875	1059	0.5456
Pratt Institute-Main	Brooklyn	NY	2998	1.19735233357224	28400	23719	1157	0.6544
Central Christian College of the Bible	Moberly	MO	310	1.1972027972028	21400	17875	NA	0.5546
Lock Haven University	Lock Haven	PA	4917	1.196	29900	25000	939	0.715
South Hills School of Business & Technology	State College	PA	706	1.195	23900	20000	NA	0.7924
Truett-McConnell College	Cleveland	GA	598	1.19473684210526	22700	19000	906	0.83
Johnson University	Knoxville	TN	715	1.19473684210526	22700	19000	1070	0.6126
Mount Marty College	Yankton	SD	784	1.19259259259259	32200	27000	1030	0.6947
Mount Ida College	Newton	MA	1407	1.192	29800	25000	854	0.7542
Montreat College	Montreat	NC	656	1.192	29800	25000	986	0.5063
Paul Mitchell the School-Louisville	Louisville	KY	240	1.19166666666667	14300	12000	NA	NA
University of Advancing Technology	Tempe	AZ	966	1.19143567999439	34000	28537	1036	0.7811
North Carolina A & T State University	Greensboro	NC	8921	1.19047619047619	25000	21000	890	0.6136
Paul Mitchell the School-Great Lakes	Port Huron	MI	102	1.18987084307943	11700	9833	NA	NA
Southeastern University	Lakeland	FL	2159	1.18933519212338	27300	22954	NA	NA
Franklin Pierce University	Rindge	NH	1677	1.188	29700	25000	963	0.9325
Plymouth State University	Plymouth	NH	4316	1.188	29700	25000	966	0.7384
Louisburg College	Louisburg	NC	679	1.1875	19000	16000	775	0.7276
Skyline College-Roanoke	Roanoke	VA	264	1.185	23700	20000	NA	0.7294
University of Michigan-Flint	Flint	MI	6720	1.18437402920162	30500	25752	1052	0.7054
Lawrence University	Appleton	WI	1445	1.184	29600	25000	NA	0.527
Career Academy of Hair Design	Springdale	AR	338	1.18373648996397	11500	9715	NA	NA
Wilmington College	Wilmington	OH	1179	1.18371979892979	29200	24668	967	0.9027
Chattanooga College Medical Dental and Technical Careers	Chattanooga	TN	276	1.18303002858518	20900	17666.5	NA	NA
Piedmont International University	Winston Salem	NC	271	1.18232586396243	25300	21398.5	NA	NA
Western Kentucky University	Bowling Green	KY	16482	1.18222222222222	26600	22500	990	0.9249
Union College	Lincoln	NE	722	1.18208955223881	29700	25125	1030	0.5744
The University of Montana	Missoula	MT	12878	1.18181818181818	26000	22000	1088	0.9403
Hope International University	Fullerton	CA	856	1.18168969849246	30100	25472	950	0.5217
Alderson Broaddus College	Philippi	WV	541	1.18148148148148	31900	27000	1016	0.6974
Paul Mitchell the School-Esani	Roswell	GA	255	1.18121308709103	12600	10667	NA	NA
Plaza College	Jackson Heights	NY	751	1.18087964927167	16700	14142	NA	0.374
University of Dubuque	Dubuque	IA	1674	1.18	29500	25000	958	0.7983
Mansfield University of Pennsylvania	Mansfield	PA	2819	1.18	29500	25000	970	0.7684
Brewton-Parker College	Mount Vernon	GA	512	1.1793974016401	25600	21706	869	0.9454
Youngstown State University	Youngstown	OH	12978	1.17671957671958	27800	23625	NA	NA
Virginia Wesleyan College	Norfolk	VA	1367	1.176	29400	25000	977	0.8601
Arlington Baptist College	Arlington	TX	220	1.17551363123508	22400	19055.5	NA	NA
McPherson College	McPherson	KS	616	1.17461217546276	29000	24689	980	0.572
Empire Beauty School-Gwinnett	Lawrenceville	GA	166	1.17437722419929	16500	14050	NA	NA
Empire Beauty School-Kennesaw	Kennesaw	GA	186	1.17437722419929	16500	14050	NA	NA
Eckerd College	Saint Petersburg	FL	2320	1.17326057298772	30100	25655	1130	0.6846
Crown College	Saint Bonifacius	MN	1017	1.17305699481865	28300	24125	1073	0.777
Rasmussen College-Florida	Ocala	FL	5382	1.17275402458023	27100	23108	NA	0.7581
Rasmussen College-Minnesota	St. Cloud	MN	6022	1.17275402458023	27100	23108	NA	0.7581
Rasmussen College-North Dakota	Fargo	ND	1239	1.17275402458023	27100	23108	NA	0.7581
Rasmussen College-Illinois	Rockford	IL	1946	1.17275402458023	27100	23108	NA	0.7581
Rasmussen College-Wisconsin	Green Bay	WI	1333	1.17275402458023	27100	23108	NA	0.7581
Huntingdon College	Montgomery	AL	1110	1.17175941451482	29700	25346.5	995	0.6199
Santa Fe University of Art and Design	Santa Fe	NM	437	1.17142857142857	28700	24500	973	0.9976
Oberlin College	Oberlin	OH	2959	1.17078021878673	25900	22122	1359	0.2965
Davis College	Johnson City	NY	199	1.17062146892655	25900	22125	939	0.4022
Tusculum College	Greeneville	TN	1914	1.17043272780978	31700	27084	999	0.6938
College for Creative Studies	Detroit	MI	1329	1.17037037037037	31600	27000	1050	0.4184
University of Memphis	Memphis	TN	17291	1.17026064896272	28600	24439	1030	0.6632
Clayton State University	Morrow	GA	6311	1.17009345794393	31300	26750	943	0.3851
University of Akron Main Campus	Akron	OH	21450	1.17000165371258	28300	24188	NA	NA
University of Akron Wayne College	Orrville	OH	1600	1.17000165371258	28300	24188	NA	NA
Pulaski Technical College	North Little Rock	AR	10909	1.17	23400	20000	NA	NA
Pacific Union College	Angwin	CA	1487	1.17	35100	30000	1010	0.4683
Culver-Stockton College	Canton	MO	732	1.16954314720812	28800	24625	988	0.6568
St John's College	Annapolis	MD	490	1.16818181818182	25700	22000	1293	0.7806
Union College	Barbourville	KY	814	1.16772823779193	25300	21666	985	0.735
Xavier University of Louisiana	New Orleans	LA	2568	1.16666666666667	31500	27000	999	0.6408
Provo College-Provo	Provo	UT	345	1.16603436732872	20900	17924	NA	NA
Arizona Christian University	Phoenix	AZ	508	1.16560771586598	25500	21877	1016	0.5666
Anderson University	Anderson	SC	2179	1.16541656585208	28900	24798	1053	0.728
West Liberty University	West Liberty	WV	2520	1.16521739130435	26800	23000	966	0.747
Benedictine College	Atchison	KS	1640	1.16187910828794	28900	24873.5	1106	0.5882
Greensboro College	Greensboro	NC	950	1.16	29000	25000	934	0.5127
Heidelberg University	Tiffin	OH	1093	1.15913555992141	29500	25450	NA	NA
Universidad Politecnica de Puerto Rico-Hato Rey Campus	Hato Rey	PR	4306	1.15818530964954	19300	16664	NA	0.9457
Polytechnic University of Puerto Rico-Orlando	Orlando	FL	114	1.15818530964954	19300	16664	NA	0.9457
Carson-Newman College	Jefferson City	TN	1658	1.1580826331142	26600	22969	1035	0.6725
Lesley University	Cambridge	MA	1786	1.15795342454004	27000	23317	1053	0.6645
Bard College	Annandale-On-Hudson	NY	1943	1.15714285714286	24300	21000	NA	0.3457
Judson College	Marion	AL	341	1.15702952716442	20200	17458.5	1020	0.7435
Grace Bible College	Wyoming	MI	340	1.15698924731183	26900	23250	NA	0.8087
LaGrange College	Lagrange	GA	855	1.15595533988243	29300	25347	1004	0.586
Northern State University	Aberdeen	SD	1806	1.15569167942828	28300	24487.5	1009	0.9374
Black Hills State University	Spearfish	SD	3311	1.15555555555556	28600	24750	990	0.9417
Wade College	Dallas	TX	265	1.155	23100	20000	NA	NA
Crossroads College	Rochester	MN	138	1.15395574128597	24300	21058	820	0.4058
Boise Bible College	Boise	ID	204	1.15384615384615	22500	19500	972	0.9677
SUNY at Purchase College	Purchase	NY	3883	1.15289723074085	25000	21684.5	1090	0.3365
Muskingum University	New Concord	OH	1697	1.15141735891153	28900	25099.5	1006	0.7701
Santa Barbara Business College-Bakersfield	Bakersfield	CA	750	1.1509472397637	22600	19636	NA	NA
University of Mobile	Mobile	AL	1534	1.14974874371859	28600	24875	1060	0.8065
Bacone College	Muskogee	OK	1074	1.14947552447552	26300	22880	872	0.524
Oklahoma Christian University	Edmond	OK	1766	1.149377593361	27700	24100	1105	0.5119
Rosemont College	Rosemont	PA	519	1.14901256732496	32000	27850	972	0.5359
Transylvania University	Lexington	KY	1019	1.148	28700	25000	1223	0.8375
Alma College	Alma	MI	1389	1.148	28700	25000	1128	0.7285
School of Visual Arts	New York	NY	3496	1.148	28700	25000	1039	0.7374
Ohio Wesleyan University	Delaware	OH	1819	1.148	28700	25000	1165	0.6983
Globe University-Woodbury	Woodbury	MN	1224	1.14693118412895	25900	22582	NA	NA
Globe University-Sioux Falls	Sioux Falls	SD	247	1.14693118412895	25900	22582	NA	NA
Globe University-Eau Claire	Eau Claire	WI	486	1.14693118412895	25900	22582	NA	NA
Globe University-Minneapolis	Minneapolis	MN	175	1.14693118412895	25900	22582	NA	NA
Globe University-Madison East	Madison	WI	342	1.14693118412895	25900	22582	NA	NA
Globe University–Green Bay	Green Bay	WI	272	1.14693118412895	25900	22582	NA	NA
Globe University–Madison West	Middleton	WI	332	1.14693118412895	25900	22582	NA	NA
Globe University–Wausau	Rothschild	WI	376	1.14693118412895	25900	22582	NA	NA
Globe University-La Crosse	Onalaska	WI	435	1.14693118412895	25900	22582	NA	NA
Globe University-Appleton	Grand Chute	WI	256	1.14693118412895	25900	22582	NA	NA
Bay State College	Boston	MA	1225	1.14682080924856	24800	21625	NA	0.7597
Freed-Hardeman University	Henderson	TN	1439	1.14639175257732	27800	24250	1055	0.9917
Belmont Abbey College	Belmont	NC	1708	1.14509803921569	29200	25500	1013	0.643
Cornell College	Mount Vernon	IA	1190	1.144	28600	25000	1197	0.455
Iowa Wesleyan College	Mount Pleasant	IA	741	1.144	28600	25000	954	0.6433
Drury University	Springfield	MO	4438	1.14392588404158	26300	22991	1145	0.8011
Missouri Valley College	Marshall	MO	1443	1.14347826086957	26300	23000	910	0.4994
Southern Vermont College	Bennington	VT	528	1.14316594612571	27500	24056	917	0.7816
Delta School of Business and Technology	Lake Charles	LA	305	1.14293397875487	17000	14874	NA	NA
Howard Payne University	Brownwood	TX	1052	1.14285714285714	26500	23187.5	990	0.6941
Clarion University of Pennsylvania	Clarion	PA	5715	1.14147423616013	28300	24792.5	945	0.7928
Berkeley College-New York	New York	NY	5303	1.13988127754106	31300	27459	NA	NA
Asbury University	Wilmore	KY	1335	1.13978494623656	26500	23250	1105	0.6314
Zane State College	Zanesville	OH	2572	1.13961583086245	22100	19392.5	NA	NA
Morehead State University	Morehead	KY	6854	1.13771035790472	24000	21095	1011	0.8879
Lincoln Christian University	Lincoln	IL	670	1.13625866050808	24600	21650	1010	0.4487
Johnson & Wales University-Providence	Providence	RI	9257	1.13589788629311	29100	25618.5	NA	0.7044
Johnson & Wales University-North Miami	North Miami	FL	2099	1.13589788629311	29100	25618.5	NA	0.7044
Johnson & Wales University-Denver	Denver	CO	1655	1.13589788629311	29100	25618.5	NA	0.7044
Johnson & Wales University-Charlotte	Charlotte	NC	2505	1.13589788629311	29100	25618.5	NA	0.7044
Villa Maria College	Buffalo	NY	451	1.135	22700	20000	NA	0.7026
Adrian College	Adrian	MI	1656	1.13462255165845	27400	24149	1010	0.6439
Presentation College	Aberdeen	SD	630	1.13271028037383	30300	26750	891	0.75
Davis & Elkins College	Elkins	WV	760	1.132	28300	25000	932	0.5296
Trinity International University-Florida	Davie	FL	282	1.13196537975299	29100	25707.5	NA	0.9808
Trinity International University-Illinois	Deerfield	IL	992	1.13196537975299	29100	25707.5	1031	0.9808
Southeastern Bible College	Birmingham	AL	174	1.13146654010441	29800	26337.5	996	1
Urbana University	Urbana	OH	960	1.12837770959121	28500	25257.5	NA	NA
Marywood University	Scranton	PA	2190	1.12692307692308	29300	26000	1044	0.7001
Anderson University	Anderson	IN	2025	1.12592592592593	30400	27000	1038	0.5638
ATI College-Norwalk	Norwalk	CA	143	1.12480188148678	22000	19559	NA	NA
Sullivan College of Technology and Design	Louisville	KY	581	1.1243497231079	26800	23836	NA	0.8173
Bluefield State College	Bluefield	WV	1804	1.12380952380952	23600	21000	935	0.6864
Hodges University	Naples	FL	2158	1.12355212355212	29100	25900	NA	0.6091
Brown Mackie College-Kansas City	Lenexa	KS	515	1.12294773781176	22400	19947.5	NA	NA
Brown Mackie College-Salina	Salina	KS	521	1.12294773781176	22400	19947.5	NA	NA
Multnomah University	Portland	OR	583	1.1211886422679	24600	21941	1042	0.7111
Bloomfield College	Bloomfield	NJ	2036	1.12	30800	27500	860	0.5075
MedTech College	Indianapolis	IN	1013	1.12	22400	20000	NA	NA
MedTech College-Greenwood Campus	Greenwood	IN	736	1.12	22400	20000	NA	NA
MedTech College-Ft Wayne Campus	Ft. Wayne	IN	539	1.12	22400	20000	NA	NA
MedTech College–Lexington Campus	Lexington	KY	323	1.12	22400	20000	NA	NA
Lake Superior State University	Sault Ste Marie	MI	2609	1.11834382669939	26200	23427.5	1031	0.9058
Utica School of Commerce	Utica	NY	330	1.11797752808989	19900	17800	NA	NA
Fairmont State University	Fairmont	WV	4145	1.11785511549714	25600	22901	967	0.5683
