School.Name	State	Admin1987	Admin2011	Student1987	Student2011	AdminFC	StudentFC	AdmintoStudentFCRatio
Copiah-Lincoln Community College	Mississippi	28	66	1222	2657	2.35714285714286	2.17430441898527	1.08409054250229
Oakland University	Michigan	246	516	8347	16159	2.09756097560976	1.9359051156104	1.08350402026206
Guilford College	North Carolina	86	164	1524	2687	1.90697674418605	1.76312335958005	1.08159008490493
Hollins University	Virginia	67	94	866	1126	1.40298507462687	1.30023094688222	1.07902759735956
Abraham Baldwin Agricultural College	Georgia	44	87	1452	2662	1.97727272727273	1.83333333333333	1.07851239669421
Kansas City Kansas Community College	Kansas	63	140	2350	4845	2.22222222222222	2.06170212765957	1.07785804380232
Eastern Maine Community College	Maine	14	34	766	1726	2.42857142857143	2.2532637075718	1.07780168846218
Eastern Oregon University	Oregon	40	87	1550	3131	2.175	2.02	1.07673267326733
Atlanta Metropolitan State College	Georgia	23	62	970	2429	2.69565217391304	2.50412371134021	1.07648522383518
Golden Gate University-San Francisco	California	152	204	2162	2702	1.34210526315789	1.24976873265495	1.0738828937629
Spring Arbor University	Michigan	46	178	1067	3846	3.8695652173913	3.60449859418932	1.07353772411766
Clark University	Massachusetts	145	215	2675	3698	1.48275862068966	1.38242990654206	1.07257417802727
Baker College of Flint	Michigan	35	93	1631	4041	2.65714285714286	2.477621091355	1.0724573125464
Montana State University	Montana	497	712	9238	12353	1.43259557344064	1.33719419787833	1.07134444324817
Charleston Southern University	South Carolina	43	100	1476	3205	2.32558139534884	2.17140921409214	1.07100097957407
University of Arkansas	Arkansas	979	1910	11711	21361	1.95097037793667	1.82401161301341	1.06960414287797
Alpena Community College	Michigan	24	25	1455	1417	1.04166666666667	0.973883161512027	1.06960127028934
Columbia International University	South Carolina	57	76	757	944	1.33333333333333	1.24702774108322	1.06920903954802
George Fox University	Oregon	29	148	671	3204	5.10344827586207	4.77496274217586	1.06879331869646
Polk State College	Florida	45	123	3036	7768	2.73333333333333	2.55862977602108	1.06828012358393
Alverno College	Wisconsin	106	173	1297	1986	1.63207547169811	1.53122590593678	1.06586197723688
Wichita State University	Kansas	354	505	9547	12792	1.42655367231638	1.33989734995286	1.0646738515951
University of Vermont	Vermont	728	1017	9453	12407	1.39697802197802	1.31249338834233	1.06436956893352
Pratt Community College	Kansas	30	58	639	1162	1.93333333333333	1.81846635367762	1.0631669535284
Kankakee Community College	Illinois	59	109	2047	3558	1.84745762711864	1.73815339521251	1.06288526214499
Clemson University	South Carolina	854	1474	11892	19332	1.72599531615925	1.62563067608476	1.06173889404955
Salisbury University	Maryland	95	221	3912	8574	2.32631578947368	2.19171779141104	1.06141210268498
Goucher College	Maryland	66	158	825	1861	2.39393939393939	2.25575757575758	1.06125738850081
Lakeshore Technical College	Wisconsin	35	47	1450	1835	1.34285714285714	1.26551724137931	1.06111327364733
University of Mary	North Dakota	42	112	1137	2861	2.66666666666667	2.51627088830255	1.05976931142957
University of Maine at Augusta	Maine	65	128	1721	3201	1.96923076923077	1.85996513654852	1.05874606493163
Burlington County College	New Jersey	51	138	3255	8327	2.70588235294118	2.55821812596006	1.05772151541054
Johnson State College	Vermont	50	67	1135	1439	1.34	1.26784140969163	1.05691452397498
Forsyth Technical Community College	North Carolina	29	118	2317	8921	4.06896551724138	3.85023737591713	1.05680900161958
University of Northern Iowa	Iowa	512	658	9931	12081	1.28515625	1.21649380727016	1.05644290362967
University of Hawaii at Hilo	Hawaii	136	192	2764	3701	1.41176470588235	1.339001447178	1.05434143395267
Rhodes College	Tennessee	96	154	1290	1963	1.60416666666667	1.52170542635659	1.05419001528273
John F Kennedy University	California	33	52	844	1264	1.57575757575758	1.49763033175355	1.05216724204066
Oregon Health & Science University	Oregon	865	2078	1073	2450	2.40231213872832	2.28331780055918	1.05211466320632
Northwood University-Michigan	Michigan	94	163	1787	2946	1.73404255319149	1.64857302742026	1.05184454940706
Kansas City Art Institute	Missouri	28	43	515	752	1.53571428571429	1.46019417475728	1.05171922492401
New England Institute of Technology	Rhode Island	35	77	1639	3434	2.2	2.09517998779744	1.05002912055911
Moravian College and Moravian Theological Seminary	Pennsylvania	67	94	1384	1851	1.40298507462687	1.33742774566474	1.0490174734109
Schreiner University	Texas	36	81	502	1077	2.25	2.14541832669323	1.04874651810585
Rockhurst University	Missouri	77	104	1617	2086	1.35064935064935	1.29004329004329	1.04697986577181
Lane Community College	Oregon	101	159	4775	7182	1.57425742574257	1.50408376963351	1.04665541742144
University of Alaska Southeast	Alaska	43	93	965	1997	2.16279069767442	2.06943005181347	1.04511418290226
Clark College	Washington	56	133	4354	9902	2.375	2.27423059255857	1.04430923045849
Hillsborough Community College	Florida	126	339	8045	20729	2.69047619047619	2.57663144810441	1.04418355696758
Hampden-Sydney College	Virginia	65	84	870	1080	1.29230769230769	1.24137931034483	1.04102564102564
American University	District of Columbia	632	999	7365	11201	1.58069620253165	1.52084181941616	1.03935608710343
University of Mobile	Alabama	31	67	709	1475	2.16129032258065	2.08039492242595	1.03888463641334
Emory University	Georgia	1898	4525	7781	17862	2.3840885142255	2.29559182624341	1.03855070704225
West Virginia University at Parkersburg	West Virginia	30	51	1954	3202	1.7	1.63868986693961	1.03741411617739
Broward College	Florida	134	341	12751	31358	2.54477611940298	2.45925809740413	1.03477391091611
Danville Community College	Virginia	17	35	1398	2782	2.05882352941176	1.98998569384835	1.03459212585106
Tennessee State University	Tennessee	257	413	4949	7691	1.60700389105058	1.5540513234997	1.03407388594582
University of Denver	Colorado	360	816	4957	10867	2.26666666666667	2.19225337905992	1.03394374405693
Ball State University	Indiana	498	668	15990	20795	1.34136546184739	1.30050031269543	1.03142263692906
Cisco College	Texas	11	28	1224	3021	2.54545454545455	2.46813725490196	1.03132617134603
Missouri Baptist University	Missouri	18	95	576	2953	5.27777777777778	5.12673611111111	1.02946156451067
McKendree University	Illinois	32	104	874	2761	3.25	3.15903890160183	1.0287939152481
South Plains College	Texas	38	97	2922	7255	2.55263157894737	2.48288843258042	1.02808952083862
Armstrong Atlantic State University	Georgia	60	184	2187	6528	3.06666666666667	2.98491083676269	1.02738970588235
Capital University	Ohio	82	154	2059	3771	1.8780487804878	1.83147158814959	1.02543156696483
CUNY Bernard M Baruch College	New York	196	282	11108	15592	1.43877551020408	1.40367302844797	1.02500759154354
Northern Virginia Community College	Virginia	238	467	18559	35601	1.96218487394958	1.91826068214882	1.02289792634
Catholic University of America	District of Columbia	398	538	4506	5967	1.35175879396985	1.32423435419441	1.02078517272132
Acadiana Technical College-Lafayette Campus	Louisiana	8	34	715	2977	4.25	4.16363636363636	1.0207423580786
Northern Michigan University	Michigan	230	321	6266	8569	1.39565217391304	1.36753909990425	1.02055741880489
Midlands Technical College	South Carolina	71	182	3663	9209	2.56338028169014	2.51405951405951	1.01961797934966
Saint Mary's University of Minnesota	Minnesota	63	267	1171	4869	4.23809523809524	4.15798462852263	1.01926669209479
Alderson Broaddus College	West Virginia	50	50	689	676	1	0.981132075471698	1.01923076923077
New Mexico State University-Main Campus	New Mexico	1019	1297	11761	14698	1.27281648675172	1.24972366295383	1.01847834403912
Lewis-Clark State College	Idaho	62	125	1659	3286	2.01612903225806	1.98071127185051	1.01788133430193
College of Our Lady of the Elms	Massachusetts	35	73	610	1251	2.08571428571429	2.05081967213115	1.017014959461
Sandhills Community College	North Carolina	28	77	1383	3740	2.75	2.70426608821403	1.01691176470588
Carthage College	Wisconsin	37	121	1036	3333	3.27027027027027	3.21718146718147	1.01650165016502
Norfolk State University	Virginia	332	308	6541	5978	0.927710843373494	0.913927534016206	1.01508140289495
Bloomfield College	New Jersey	55	114	976	1993	2.07272727272727	2.04200819672131	1.01504356155636
Defiance College	Ohio	58	69	810	953	1.18965517241379	1.17654320987654	1.01114448022578
Virginia Wesleyan College	Virginia	78	104	1062	1403	1.33333333333333	1.3210922787194	1.00926585887384
The University of Texas at San Antonio	Texas	456	1329	8968	25906	2.91447368421053	2.88871543264942	1.00891685323863
Princeton University	New Jersey	1565	2046	6232	8079	1.3073482428115	1.29637355584082	1.00846568253513
Lesley University	Massachusetts	106	316	1688	4995	2.9811320754717	2.95912322274882	1.00743762630555
Freed-Hardeman University	Tennessee	82	136	1116	1838	1.65853658536585	1.64695340501792	1.00703309535816
Brenau University	Georgia	44	85	1266	2429	1.93181818181818	1.91864139020537	1.00686777199746
Western Michigan University	Michigan	538	703	16494	21486	1.30669144981413	1.30265551109494	1.00309823946915
Georgia Southwestern State University	Georgia	58	105	1557	2812	1.81034482758621	1.80603725112396	1.00238509834699
Asheville-Buncombe Technical Community College	North Carolina	27	105	1781	6912	3.88888888888889	3.88096574957889	1.00204153806584
Southern State Community College	Ohio	21	58	898	2477	2.76190476190476	2.75835189309577	1.00128804044832
Colorado State University-Pueblo	Colorado	96	177	3416	6291	1.84375	1.84162763466042	1.00115243999364
University of Central Florida	Florida	443	2045	11157	51477	4.61625282167043	4.61387469749933	1.00051542885904
Ohlone Community College	California	49	66	4503	6070	1.3469387755102	1.3479902287364	0.999219984534176
Wilkes University	Pennsylvania	99	207	1999	4185	2.09090909090909	2.09354677338669	0.99874008906267
Keystone College	Pennsylvania	48	100	859	1793	2.08333333333333	2.08731082654249	0.998094441345975
Mount Olive College	North Carolina	20	91	721	3287	4.55	4.55894590846047	0.998037724368725
Indiana University-South Bend	Indiana	76	151	2879	5733	1.98684210526316	1.99131642931573	0.997753082339549
Louisiana Tech University	Louisiana	218	232	8596	9174	1.06422018348624	1.06724057701256	0.997169903776729
Cairn University	Pennsylvania	47	89	548	1042	1.8936170212766	1.9014598540146	0.995875362437212
Ramapo College of New Jersey	New Jersey	105	223	2811	6002	2.12380952380952	2.13518320882248	0.994673204170039
Valencia College	Florida	80	321	7917	31945	4.0125	4.03498800050524	0.994426749100016
Sul Ross State University	Texas	80	125	1492	2347	1.5625	1.5730563002681	0.993289305496378
University of Massachusetts Amherst	Massachusetts	1157	1381	22725	27342	1.19360414866033	1.20316831683168	0.992050847718015
Gardner-Webb University	North Carolina	65	204	1402	4448	3.13846153846154	3.17261055634807	0.98923630326508
University of Maryland-University College	Maryland	170	822	5386	26414	4.83529411764706	4.90419606386929	0.985950409542177
Avila University	Missouri	40	89	702	1586	2.225	2.25925925925926	0.984836065573771
Mount Marty College	South Dakota	28	46	566	946	1.64285714285714	1.67137809187279	0.982935668982181
Florida Agricultural and Mechanical University	Florida	244	604	5097	12844	2.47540983606557	2.51991367471061	0.982339141577875
United States Coast Guard Academy	Connecticut	44	60	856	1189	1.36363636363636	1.38901869158878	0.981726431684379
Roane State Community College	Tennessee	63	98	2846	4515	1.55555555555556	1.58643710470836	0.980534022394488
Cochise College	Arizona	41	136	2694	9119	3.31707317073171	3.38492947290275	0.979953407385812
The Evergreen State College	Washington	137	237	2749	4855	1.72992700729927	1.76609676245908	0.979519947078413
Stevens Institute of Technology	New Jersey	115	295	1754	4601	2.56521739130435	2.62314709236032	0.977915953998658
Lehigh University	Pennsylvania	492	572	5425	6466	1.16260162601626	1.19188940092166	0.975427439087258
Weber State University	Utah	249	476	8986	17621	1.91164658634538	1.96093923881594	0.974862733380603
Lackawanna College	Pennsylvania	48	74	896	1417	1.54166666666667	1.58147321428571	0.974829451893672
Western Piedmont Community College	North Carolina	36	50	1283	1829	1.38888888888889	1.42556508183944	0.974272522932993
Quinsigamond Community College	Massachusetts	65	157	2384	5913	2.41538461538462	2.48028523489933	0.973833404883633
The University of Texas at Dallas	Texas	202	1015	3314	17104	5.02475247524752	5.16113458056729	0.973575169724643
San Bernardino Valley College	California	37	48	5590	7463	1.2972972972973	1.3350626118068	0.971712701580047
Tusculum College	Tennessee	65	148	871	2041	2.27692307692308	2.34328358208955	0.971680548750612
Bethany College	West Virginia	57	55	779	774	0.964912280701754	0.993581514762516	0.97114556416882
Campbellsville University	Kentucky	26	131	556	2885	5.03846153846154	5.18884892086331	0.971017197706972
Pellissippi State Community College	Tennessee	15	86	1295	7653	5.73333333333333	5.90965250965251	0.97016420575809
City Colleges of Chicago-Harold Washington College	Illinois	36	58	4438	7374	1.61111111111111	1.66155926092835	0.969638067685261
Dixie State College of Utah	Utah	42	143	1841	6475	3.4047619047619	3.5171102661597	0.968056628056628
Ulster County Community College	New York	57	64	1899	2203	1.12280701754386	1.16008425487098	0.967866784528275
Iowa State University	Iowa	1684	1954	23180	27918	1.1603325415677	1.20440034512511	0.963411000556601
University of Michigan-Ann Arbor	Michigan	6089	8556	32162	46931	1.40515684020365	1.45920651700765	0.962959542618518
California State University-San Bernardino	California	156	434	5137	14847	2.78205128205128	2.89020829277789	0.962578125944463
University of Northwestern Ohio	Ohio	34	128	1176	4600	3.76470588235294	3.91156462585034	0.962455242966752
University of Wisconsin-Superior	Wisconsin	94	122	1792	2419	1.29787234042553	1.34988839285714	0.961466405143676
East Tennessee State University	Tennessee	414	686	7887	13604	1.65700483091787	1.7248636997591	0.960658416748697
Longwood University	Virginia	143	224	2800	4588	1.56643356643357	1.63857142857143	0.955975149523537
Chippewa Valley Technical College	Wisconsin	47	71	2557	4042	1.51063829787234	1.58075870160344	0.955641298282923
Metropolitan Community College-Kansas City	Missouri	16	51	4017	13400	3.1875	3.33582275329848	0.955536380597015
The College of New Rochelle	New York	121	167	2780	4019	1.3801652892562	1.44568345323741	0.95468014534268
Savannah State University	Georgia	81	210	1553	4218	2.59259259259259	2.71603348358017	0.95455104227034
Marymount Manhattan College	New York	54	112	789	1715	2.07407407407407	2.17363751584284	0.954195011337868
CUNY City College	New York	253	344	8745	12466	1.3596837944664	1.42550028587764	0.95382919802733
Southwestern Community College	North Carolina	23	51	811	1888	2.21739130434783	2.32799013563502	0.952491709653648
University of Iowa	Iowa	3681	3942	23974	26962	1.07090464547677	1.12463502127305	0.952224166258443
Enterprise State Community College	Alabama	23	36	1498	2464	1.56521739130435	1.64485981308411	0.951581027667984
Salt Lake Community College	Utah	110	382	5922	21634	3.47272727272727	3.6531577169875	0.950609730474758
